step,pos_0,pos_1,pos_2,pos_3,pos_4,pos_5,vel_0,vel_1,vel_2,vel_3,vel_4,vel_5,acc_0,acc_1,acc_2,acc_3,acc_4,acc_5,tau_meas_0,tau_meas_1,tau_meas_2,tau_meas_3,tau_meas_4,tau_meas_5,tau_no_contact_0,tau_no_contact_1,tau_no_contact_2,tau_no_contact_3,tau_no_contact_4,tau_no_contact_5,tau_ext_0,tau_ext_1,tau_ext_2,tau_ext_3,tau_ext_4,tau_ext_5,F_ee_x,F_ee_y,F_ee_z
163,-1.2019009585614306e-10,0.6439862970071696,-0.002620110942475988,-3.1400135846610815,0.9348717859686259,0.00157850189120189,1.3047843578217445e-14,9.660529320942857e-12,-9.265322883922344e-12,-5.877236563633752e-13,7.720513117703831e-11,-4.698439174614238e-13,-5.047774592774654e-12,-3.857417718577949e-09,3.602702303151517e-09,2.3622364562483553e-10,-3.033444911926253e-08,1.8512537206319402e-10,3.906296066021133e-11,-48.74597632738724,-40.09519053643897,8.767576415766637e-08,0.0004553624767773584,-2.1071830339532717e-13,-3.893799874003648e-11,-48.74597633895745,-40.09519053480031,8.768075875062748e-08,0.00045536181489709283,1.1206374176982763e-13,-7.800095940024781e-11,-1.1570207902877883e-08,1.6386607626373006e-09,4.994592961110526e-12,-6.618802655478442e-10,3.227820451651548e-13,-1.608165514165426e-08,-4.427096839975735e-11,1.2194543615563002e-08
164,-1.2019012912510372e-10,0.6439862970071428,-0.0026201109424520467,-3.1400135846610797,0.9348717859684209,0.0015785018912031464,-7.984550558343615e-15,-6.412044506465264e-12,5.74593671254231e-12,3.965415337401062e-13,-4.91884068198889e-11,3.015117994685512e-13,5.037247627072113e-12,3.867926812173295e-09,-3.615552440772163e-09,-2.3120859962916587e-10,3.033016754416806e-08,-1.8485406239575342e-10,-3.860929519437255e-11,-48.74597633871544,-40.09519053503213,8.768075864728868e-08,0.0004553618149312424,1.1205047009681784e-13,3.8874245338510016e-11,-48.745976327261175,-40.095190536586955,8.76753183737025e-08,0.00045536248914951723,-1.315817367854926e-13,7.748354053288257e-11,1.145426153925655e-08,-1.5548238252449664e-09,-5.440273586176299e-12,6.742182748513056e-10,-2.436322068823104e-13,1.5820536637296748e-08,4.396490887581737e-11,-1.203579647033046e-08
165,-1.2019007494184863e-10,0.6439862970071832,-0.0026201109424908754,-3.140013584661082,0.9348717859687425,0.0015785018912011935,1.3003981221123522e-14,9.704317210923463e-12,-9.318865124008369e-12,-5.668276313814183e-13,7.718729128081137e-11,-4.687134605137547e-13,-5.036485249773981e-12,-3.85917381384715e-09,3.6040366524492384e-09,2.296442430747142e-10,-3.032997353269451e-08,1.8456468449910834e-10,3.866920276787701e-11,-48.7459763274219,-40.09519053644329,8.767532007215771e-08,0.00045536248912752235,-1.3157633618140911e-13,-3.887578305938076e-11,-48.74597633896267,-40.09519053480233,8.768065497643124e-08,0.00045536181496189646,1.3617687387973532e-13,-7.754498582725777e-11,-1.1540770117335342e-08,1.6409629211011634e-09,5.334904273527648e-12,-6.741656258853895e-10,2.6775321006114443e-13,-1.604477374812625e-08,-4.400368919723109e-11,1.2163933354246886e-08
166,-1.2019010819757357e-10,0.6439862970071567,-0.002620110942467134,-3.14001358466108,0.9348717859685376,0.0015785018912024447,-7.981373986268065e-15,-6.375573680106328e-12,5.6979542611967915e-12,3.900233814298909e-13,-4.918759843874909e-11,3.003060582325301e-13,-6.226348401094993e-14,1.5657475316288583e-11,3.48725215371104e-11,-3.336512544114406e-11,1.0464887290062563e-09,-7.422739181119076e-12,-3.8546536931417935e-11,-48.745976338719586,-40.09519053503552,8.768065555955553e-08,0.0004553618149959731,1.3616034488573685e-13,-6.222220097783884e-13,-48.74597633265908,-40.095190535203606,8.767750009590823e-08,0.00045536216543800835,9.442473102459115e-14,3.7924314921639545e-11,6.0605032103921985e-09,-1.680859895714093e-10,-3.1554636473030443e-12,3.5044203525397624e-10,-4.17356138611457e-14,7.467209538596528e-09,2.15054402820593e-11,-6.0506664315738465e-09
167,-1.2019014253426178e-10,0.6439862970071304,-0.002620110942442787,-3.1400135846610793,0.9348717859683509,0.001578501891203567,-8.240805169647023e-15,-6.310334199621792e-12,5.843256434268085e-12,2.51002025425124e-13,-4.482722873455636e-11,2.693779783112006e-13,5.104745542821825e-12,3.882317800574242e-09,-3.6304301231915304e-09,-1.9915305326080948e-10,2.92816113023342e-08,-1.771115074261989e-10,-8.250417137405064e-13,-48.74597633281896,-40.09519053506123,8.767749953912699e-08,0.00045536216541593367,9.443091353313218e-14,3.953558659566975e-11,-48.7459763272706,-40.095190536630476,8.767579465843876e-08,0.00045536247676132574,-2.181084020136992e-13,4.036062830941026e-11,5.548365322738391e-09,-1.5692478427808965e-09,-1.7048806882270173e-12,3.113453920676121e-10,-3.125393155468314e-13,8.797947746342561e-09,2.2931188025845135e-11,-6.230459823103484e-09
168,-1.2019008824689542e-10,0.6439862970071715,-0.0026201109424814685,-3.1400135846610815,0.9348717859686725,0.0015785018912016146,1.3028967925443915e-14,9.86598996943755e-12,-9.283535745696625e-12,-5.788023631615822e-13,7.717948502516947e-11,-4.685866359646282e-13,-5.0519602177302145e-12,-3.8610822872264805e-09,3.600776760093183e-09,2.3212655674573549e-10,-3.032996936935817e-08,1.847202875686002e-10,3.9326478497510523e-11,-48.74597632742869,-40.09519053648428,8.7675795364072e-08,0.00045536247674158193,-2.1808649960346134e-13,-3.898827630789468e-11,-48.74597633900643,-40.09519053484809,8.768069434082456e-08,0.00045536181484706894,1.2660739070922428e-13,-7.83147548054052e-11,-1.157773965587694e-08,1.6361880739168555e-09,4.8989767525553575e-12,-6.618945129943828e-10,3.4469389031268564e-13,-1.6087373018282124e-08,-4.445163544105325e-11,1.220083978437921e-08
169,-1.2019012166717174e-10,0.6439862970071455,-0.0026201109424576364,-3.1400135846610797,0.9348717859684675,0.001578501891202869,-8.020866315098645e-15,-6.221852894006119e-12,5.719700754691637e-12,3.8839162327898233e-13,-4.919538734715623e-11,3.0108122890453934e-13,-1.4453039646030374e-15,1.1419198919782048e-11,3.4214714395019996e-11,-3.3171368484050806e-11,1.0467202105068907e-09,-7.883773386722914e-12,-3.8661359580738345e-11,-48.74597633875921,-40.095190535080306,8.768069466581555e-08,0.0004553618148813439,1.2659296719196984e-13,-1.4393807902843e-13,-48.74597633270254,-40.09519053524445,8.767750541010036e-08,0.0004553621653466502,9.073006814562184e-14,3.851742150170991e-11,6.0566733850464516e-09,-1.6414247738794074e-10,-3.1892557151844487e-12,3.5046530635256604e-10,-3.5862899046348e-14,7.457095032055938e-09,2.1841237151548286e-11,-6.04492625977821e-09
170,-1.2019015511254014e-10,0.6439862970071197,-0.00262011094243321,-3.140013584661079,0.9348717859682807,0.0015785018912039866,-8.026888414951158e-15,-6.174272898507027e-12,5.862262064670887e-12,2.5017758792877064e-13,-4.483405313671085e-11,2.682321731265272e-13,5.0384386877448504e-12,3.878151966230092e-09,-3.6310646156501036e-09,-1.9876563936427338e-10,2.9282686275777792e-08,-1.7655644199247866e-10,-3.4725438453603523e-13,-48.745976332858525,-40.095190535101466,8.767750485243269e-08,0.0004553621653246661,9.073672260136464e-14,3.9016662455218536e-11,-48.7459763273132,-40.09519053667047,8.767579832960799e-08,0.00045536247668168437,-2.1624689713377047e-13,3.936391683975457e-11,5.545324199829338e-09,-1.569006258250738e-09,-1.7065228247020517e-12,3.113570182927683e-10,-3.069836197351351e-13,8.793917124373184e-09,2.2365259144256608e-11,-6.2273103377432295e-09
171,-1.2019010108501465e-10,0.6439862970071614,-0.0026201109424718234,-3.140013584661081,0.9348717859686022,0.001578501891202039,1.2966606117319052e-14,9.98469362745169e-12,-9.267173833871212e-12,-5.780125760890351e-13,7.717713967902995e-11,-4.674196685088006e-13,-5.043578492139119e-12,-3.867123288259222e-09,3.6026960581470036e-09,2.3183885231514365e-10,-3.0332368283758626e-08,1.8447897181216033e-10,3.881099970907779e-11,-48.74597632746794,-40.09519053652387,8.767579811200811e-08,0.00045536247666187155,-2.1622516624165317e-13,-3.8924850462736e-11,-48.74597633904512,-40.09519053488,8.76806907417403e-08,0.00045536181475414023,1.2614858205421394e-13,-7.773585017181379e-11,-1.1577178327115689e-08,1.6438761463177798e-09,4.892629732187767e-12,-6.619077313162192e-10,3.423737482958671e-13,-1.6097324644962828e-08,-4.41231892564523e-11,1.2204021867544118e-08
172,-1.2019013461961576e-10,0.6439862970071358,-0.00262011094244789,-3.1400135846610793,0.9348717859683972,0.001578501891203294,-8.048304266593943e-15,-6.1283200736284016e-12,5.744059741741303e-12,3.8798264189073006e-13,-4.9207728169964327e-11,3.012427140418675e-13,5.069592499193766e-12,3.859964015084927e-09,-3.6169267580987707e-09,-2.3151302570986396e-10,3.033845258348933e-08,-1.8492420160269585e-10,-3.859857291246767e-11,-48.745976338794925,-40.09519053511181,8.768069199833793e-08,0.00045536181478845973,1.261343278354403e-13,3.9128713456796766e-11,-48.7459763273442,-40.09519053666479,8.767531393794503e-08,0.00045536248907722334,-1.3050857502767188e-13,7.772728636926443e-11,1.1450723036432464e-08,-1.5529764141319902e-09,-5.3780603929069424e-12,6.742887636050285e-10,-2.566429028631122e-13,1.5813659512199502e-08,4.410487606524504e-11,-1.203135800218142e-08
173,-1.201900801404582e-10,0.6439862970071774,-0.0026201109424867502,-3.1400135846610815,0.9348717859687188,0.0015785018912013388,1.3074997813380082e-14,9.954863322558793e-12,-9.326468417003575e-12,-5.766549652337031e-13,7.720249092790787e-11,-4.692747926360319e-13,-5.030175399594396e-12,-3.86883192149412e-09,3.6046157725344585e-09,2.315965876107523e-10,-3.032763873367372e-08,1.8484888587248088e-10,3.892514230098966e-11,-48.74597632749776,-40.09519053652111,8.767531337149111e-08,0.0004553624890553097,-1.3050181824248869e-13,-3.881689794455486e-11,-48.745976339045114,-40.095190534876174,8.768068532721769e-08,0.00045536181483652783,1.2995704577677268e-13,-7.774204024554453e-11,-1.1547356848495838e-08,1.6449348549940623e-09,5.371955726585602e-12,-6.742187818784516e-10,2.6045886401926137e-13,-1.6058247844897997e-08,-4.4114673124624394e-11,1.2172418826440437e-08
174,-1.2019011299073468e-10,0.6439862970071517,-0.0026201109424630305,-3.1400135846610797,0.934871785968514,0.0015785018912025926,-7.884066351596568e-15,-6.1652696836667076e-12,5.692763968556669e-12,3.8833081647776484e-13,-4.9162670462399305e-11,3.0092889849930513e-13,-5.788903635320548e-14,9.758860386455126e-12,3.295030914785002e-11,-3.30068500200946e-11,1.0489842328098575e-09,-7.412844752092973e-12,-3.848718232385163e-11,-48.74597633879567,-40.095190535109474,8.768068748731217e-08,0.00045536181487086473,1.2994201813811526e-13,-5.862064966986204e-13,-48.74597633272801,-40.09519053526963,8.767750587708952e-08,0.0004553621653204055,9.301514177208287e-14,3.790097582715301e-11,6.067658375741303e-09,-1.6015633264032658e-10,-3.181610222650468e-12,3.504495407519355e-10,-3.692687636603239e-14,7.46492188357527e-09,2.1491499133632696e-11,-6.053931371370583e-09
175,-1.2019014684602913e-10,0.6439862970071262,-0.0026201109424387387,-3.140013584661079,0.9348717859683273,0.0015785018912037178,-8.125270669734924e-15,-6.124607765389811e-12,5.830056923339377e-12,2.508022747273707e-13,-4.4791902825691565e-11,2.700420453655844e-13,5.073026692634455e-12,3.876959586701645e-09,-3.6323535845816934e-09,-2.0149062512865232e-10,2.9283354907594372e-08,-1.77504858142781e-10,-7.873709299247408e-13,-48.745976332882606,-40.09519053512737,8.767750506839474e-08,0.0004553621652984446,9.302180365032479e-14,3.9273768149026515e-11,-48.745976327334674,-40.09519053669209,8.767575850131567e-08,0.0004553624766440932,-2.1118922195910195e-13,4.0061139078951255e-11,5.5479318916695775e-09,-1.564714580126747e-09,-1.7465670790628626e-12,3.113456485898461e-10,-3.0421102560942674e-13,8.791148847939251e-09,2.2760039736467913e-11,-6.2278204158497395e-09
176,-1.2019009262794351e-10,0.6439862970071679,-0.0026201109424775085,-3.1400135846610815,0.9348717859686491,0.0015785018912017612,1.3012340549575305e-14,1.0029390512533709e-11,-9.304749679084345e-12,-5.88741996642014e-13,7.722207595595165e-11,-4.695615302293364e-13,-5.029957033441803e-12,-3.870293252550283e-09,3.6033155625947444e-09,2.3657072069534213e-10,-3.0331971934138835e-08,1.8521352257872686e-10,3.906721843768327e-11,-48.74597632748807,-40.09519053654619,8.767576103715864e-08,0.0004553624766243695,-2.111670711784265e-13,-3.8795196425542255e-11,-48.74597633906883,-40.09519053490024,8.768076403014181e-08,0.00045536181472411363,1.1135952357674862e-13,-7.786241486322553e-11,-1.158075946250392e-08,1.6459509311061993e-09,5.002992983169147e-12,-6.619002558506601e-10,3.2252659475517514e-13,-1.610454596245125e-08,-4.419221332293357e-11,1.2208601198259543e-08
177,-1.2019012573550084e-10,0.6439862970071425,-0.0026201109424537207,-3.1400135846610797,0.9348717859684442,0.0015785018912030202,-7.945813756432206e-15,-6.0968313730924706e-12,5.709065165060423e-12,3.9696933958857823e-13,-4.9161140436293493e-11,3.0216148051535885e-13,-5.084937940989288e-14,6.254163853469663e-12,3.354275190936562e-11,-3.2828396576665975e-11,1.049466347158301e-09,-7.751441090560196e-12,-3.846609898974919e-11,-48.74597633881744,-40.09519053513292,8.768076210257136e-08,0.0004553618147584958,1.1134647960692053e-13,-5.323436528804966e-13,-48.7459763327546,-40.09519053529289,8.76775102125566e-08,0.000455362165273558,8.987956218704285e-14,3.793375533686869e-11,6.062840895992849e-09,-1.5997159152902896e-10,-3.2518900147613553e-12,3.50515062179195e-10,-2.146691741987768e-14,7.458794295660083e-09,2.1508254459982213e-11,-6.049029436948649e-09
178,-1.2019015972585988e-10,0.6439862970071172,-0.0026201109424293504,-3.140013584661079,0.9348717859682576,0.0015785018912041447,-8.157686170640093e-15,-6.070772357036347e-12,5.848826631349446e-12,2.6018435385247e-13,-4.478836398980057e-11,2.6986380930469137e-13,5.077129163306792e-12,3.873593112935225e-09,-3.6317182594558517e-09,-2.0128602560773312e-10,2.9284888680702892e-08,-1.7747077895799435e-10,-7.365044814774717e-13,-48.74597633290746,-40.0951905351502,8.767751148730581e-08,0.0004553621652516696,8.9885107619456e-14,3.9307223069549014e-11,-48.74597632735964,-40.09519053671379,8.767576167004372e-08,0.00045536247661293847,-2.1177816831246698e-13,4.0043727551026486e-11,5.547818204831856e-09,-1.5635848171768885e-09,-1.7498172620867081e-12,3.113612688531754e-10,-3.01663275931923e-13,8.789442092641724e-09,2.2750062152446384e-11,-6.227153940270555e-09
179,-1.2019010557161538e-10,0.6439862970071591,-0.002620110942468031,-3.140013584661081,0.9348717859685794,0.0015785018912021882,1.299701867647154e-14,1.0069198946860425e-11,-9.283332783049936e-12,-5.785074195130847e-13,7.723200551312814e-11,-4.695977696869517e-13,-5.023143162659701e-12,-3.868904363546477e-09,3.600102299605723e-09,2.345164687445056e-10,-3.0331314126996745e-08,1.8522290797483298e-10,3.9097938967361294e-11,-48.74597632751173,-40.09519053656744,8.767576512578035e-08,0.0004553624765933022,-2.1175765317147848e-13,-3.874848434158759e-11,-48.745976339082375,-40.095190534918444,8.768073086809644e-08,0.0004553618146741966,1.2023058807064963e-13,-7.784642330894889e-11,-1.1570648439374054e-08,1.6489991594426101e-09,4.965742316088221e-12,-6.619191056270006e-10,3.319882412421281e-13,-1.609648131391894e-08,-4.4184061503356135e-11,1.2200009373650201e-08
180,-1.2019013862471747e-10,0.643986297007134,-0.0026201109424442096,-3.1400135846610793,0.9348717859683746,0.0015785018912034471,-7.932744501277215e-15,-6.051235901249896e-12,5.717093465307244e-12,3.98644533589022e-13,-4.914847001602496e-11,3.0216434687485236e-13,5.054170065279712e-12,3.8527905865670675e-09,-3.6136922620944034e-09,-2.339817410461874e-10,3.033417017572759e-08,-1.855539029718689e-10,-3.8421724103275924e-11,-48.745976338830026,-40.09519053515063,8.768072869968946e-08,0.000455361814708584,1.2021577829012507e-13,3.899338577093218e-11,-48.7459763273825,-40.09519053669383,8.767527666020198e-08,0.0004553624889783621,-1.2464354750479647e-13,7.74151098742081e-11,1.1447525594121544e-08,-1.5431993460879312e-09,-5.4520394874757965e-12,6.74269778086576e-10,-2.448593257949215e-13,1.5796255876867426e-08,4.3925629807747556e-11,-1.2023415288025635e-08
181,-1.201900839318115e-10,0.6439862970071756,-0.002620110942483126,-3.1400135846610815,0.9348717859686965,0.0015785018912014847,1.3126297437388253e-14,1.0002058209446218e-11,-9.33995762675277e-12,-5.762793874367587e-13,7.724390571617334e-11,-4.709769155079348e-13,-5.051532391976468e-12,-3.870334053246438e-09,3.6033476202845804e-09,2.3166128358068777e-10,-3.0327876043845237e-08,1.8512941342679196e-10,3.879242152719467e-11,-48.74597632753417,-40.095190536550874,8.767527837069417e-08,0.0004553624889563472,-1.246382824944809e-13,-3.898355040795003e-11,-48.74597633906898,-40.09519053490011,8.768068508894531e-08,0.00045536181477694203,1.3153905366450745e-13,-7.77759719351447e-11,-1.1534808663782314e-08,1.6507613054272952e-09,5.406718251139339e-12,-6.7417940517343e-10,2.5617733615898836e-13,-1.605108891181802e-08,-4.413299473205194e-11,1.2162763435332337e-08
182,-1.2019011693912065e-10,0.64398629700715,-0.0026201109424594843,-3.1400135846610797,0.9348717859684917,0.0015785018912027363,-7.921754195847031e-15,-6.124333679080607e-12,5.673990791099648e-12,3.8897596081610697e-13,-4.912224446651514e-11,3.003956404370317e-13,-3.491730906488217e-14,5.08759701034478e-12,3.48204798328311e-11,-3.326347335595725e-11,1.0492948177009964e-09,-7.639019625194088e-12,-3.865043403633711e-11,-48.74597633881837,-40.09519053513376,8.768068633607597e-08,0.00045536181481132165,1.315235309563372e-13,-4.0709638928224983e-13,-48.74597633275482,-40.09519053529064,8.767750277034759e-08,0.0004553621652861888,9.265264193593993e-14,3.824333764705486e-11,6.063551438728609e-09,-1.5688073062847252e-10,-3.183565728374346e-12,3.5047486717258367e-10,-3.887088902039727e-14,7.455394376505784e-09,2.1685770379021323e-11,-6.048239989284256e-09
183,-1.2019015055263308e-10,0.6439862970071246,-0.002620110942435238,-3.140013584661079,0.9348717859683053,0.0015785018912038555,-8.067242983617374e-15,-6.10313535820417e-12,5.819076123736444e-12,2.503781551662851e-13,-4.475018272609432e-11,2.68566391998723e-13,5.071063750953917e-12,3.87335663543098e-09,-3.6310783546600334e-09,-2.0130505416901187e-10,2.9283455660333857e-08,-1.7736400239123928e-10,-6.075715601426565e-13,-48.745976332908334,-40.09519053514878,8.76775028804844e-08,0.0004553621652642496,9.265902779353996e-14,3.9259907237718874e-11,-48.74597632735669,-40.09519053670981,8.767576088195893e-08,0.000455362476611805,-2.109829271065234e-13,3.986747879786153e-11,5.551640924750245e-09,-1.561026863328152e-09,-1.7419985254672743e-12,3.1134755537620684e-10,-3.036419549000634e-13,8.790548691478505e-09,2.2650208185085938e-11,-6.229719139590217e-09
184,-1.2019009612684427e-10,0.6439862970071665,-0.0026201109424740313,-3.1400135846610815,0.9348717859686273,0.0015785018912018952,1.3062189312023948e-14,1.0035850622758247e-11,-9.310417020680362e-12,-5.883929038712644e-13,7.726421585863008e-11,-4.704502846314407e-13,-5.0507741820804365e-12,-3.870198328481678e-09,3.6013921012045813e-09,2.3652657794599047e-10,-3.033174211797274e-08,1.8529502476653803e-10,3.905598339637666e-11,-48.74597632750963,-40.095190536564274,8.767576249424479e-08,0.00045536247659211707,-2.109610795816225e-13,-3.895938812508133e-11,-48.74597633908364,-40.09519053491713,8.768076289092948e-08,0.0004553618146819414,1.1198417387791312e-13,-7.8015371521458e-11,-1.1574009306514199e-08,1.6471446429022762e-09,5.000396684685754e-12,-6.61910175650017e-10,3.2294525345953563e-13,-1.609799883441687e-08,-4.4279085884543245e-11,1.2202456101704846e-08
